country_code,country_name,year,sector,emission_mtco2,per_capita_tco2
CN,China,2000,FUGITIVE EMISSIONS FROM FUELS,347.38,18.68
CN,China,2000,INDUSTRIAL PROCESSES,265.25,18.68
CN,China,2001,ENERGY INDUSTRIES,2739.77,20.32
CN,China,2001,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1326.32,20.32
CN,China,2001,TRANSPORT,632.47,20.32
CN,China,2001,RESIDENTIAL AND OTHER SECTORS,318.7,20.32
CN,China,2001,WASTE,20.93,20.32
CN,China,2001,FUGITIVE EMISSIONS FROM FUELS,0.1,20.32
CN,China,2001,INDUSTRIAL PROCESSES,52.99,20.32
CN,China,2002,ENERGY INDUSTRIES,1737.71,21.1
CN,China,2002,MANUFACTURING INDUSTRIES AND CONSTRUCTION,2074.65,21.1
CN,China,2002,TRANSPORT,816.6,21.1
CN,China,2002,RESIDENTIAL AND OTHER SECTORS,351.94,21.1
CN,China,2002,WASTE,55.47,21.1
CN,China,2002,FUGITIVE EMISSIONS FROM FUELS,1.39,21.1
CN,China,2002,INDUSTRIAL PROCESSES,248.76,21.1
CN,China,2003,ENERGY INDUSTRIES,2526.17,21.87
CN,China,2003,MANUFACTURING INDUSTRIES AND CONSTRUCTION,721.51,21.87
CN,China,2003,TRANSPORT,923.56,21.87
CN,China,2003,RESIDENTIAL AND OTHER SECTORS,504.0,21.87
CN,China,2003,WASTE,396.74,21.87
CN,China,2003,FUGITIVE EMISSIONS FROM FUELS,140.84,21.87
CN,China,2003,INDUSTRIAL PROCESSES,265.3,21.87
CN,China,2004,ENERGY INDUSTRIES,1729.69,24.5
CN,China,2004,MANUFACTURING INDUSTRIES AND CONSTRUCTION,222.55,24.5
CN,China,2004,TRANSPORT,2555.58,24.5
CN,China,2004,RESIDENTIAL AND OTHER SECTORS,594.09,24.5
CN,China,2004,WASTE,15.13,24.5
CN,China,2004,FUGITIVE EMISSIONS FROM FUELS,869.39,24.5
CN,China,2004,INDUSTRIAL PROCESSES,150.46,24.5
CN,China,2005,ENERGY INDUSTRIES,695.86,25.61
CN,China,2005,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1754.53,25.61
CN,China,2005,TRANSPORT,516.12,25.61
CN,China,2005,RESIDENTIAL AND OTHER SECTORS,2066.66,25.61
CN,China,2005,WASTE,300.21,25.61
CN,China,2005,FUGITIVE EMISSIONS FROM FUELS,1006.92,25.61
CN,China,2005,INDUSTRIAL PROCESSES,76.08,25.61
CN,China,2006,ENERGY INDUSTRIES,2684.19,27.72
CN,China,2006,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1310.13,27.72
CN,China,2006,TRANSPORT,1507.97,27.72
CN,China,2006,RESIDENTIAL AND OTHER SECTORS,218.38,27.72
CN,China,2006,WASTE,878.46,27.72
CN,China,2006,FUGITIVE EMISSIONS FROM FUELS,339.47,27.72
CN,China,2006,INDUSTRIAL PROCESSES,4.02,27.72
CN,China,2007,ENERGY INDUSTRIES,1234.05,30.24
CN,China,2007,MANUFACTURING INDUSTRIES AND CONSTRUCTION,2803.71,30.24
CN,China,2007,TRANSPORT,1154.15,30.24
CN,China,2007,RESIDENTIAL AND OTHER SECTORS,614.0,30.24
CN,China,2007,WASTE,592.6,30.24
CN,China,2007,FUGITIVE EMISSIONS FROM FUELS,138.36,30.24
CN,China,2007,INDUSTRIAL PROCESSES,1039.11,30.24
CN,China,2008,ENERGY INDUSTRIES,1932.1,31.43
CN,China,2008,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1174.48,31.43
CN,China,2008,TRANSPORT,1398.8,31.43
CN,China,2008,RESIDENTIAL AND OTHER SECTORS,919.93,31.43
CN,China,2008,WASTE,100.65,31.43
CN,China,2008,FUGITIVE EMISSIONS FROM FUELS,1570.79,31.43
CN,China,2008,INDUSTRIAL PROCESSES,776.04,31.43
CN,China,2009,ENERGY INDUSTRIES,1941.25,31.12
CN,China,2009,MANUFACTURING INDUSTRIES AND CONSTRUCTION,3252.21,31.12
CN,China,2009,TRANSPORT,1464.81,31.12
CN,China,2009,RESIDENTIAL AND OTHER SECTORS,358.11,31.12
CN,China,2009,WASTE,22.66,31.12
CN,China,2009,FUGITIVE EMISSIONS FROM FUELS,429.29,31.12
CN,China,2009,INDUSTRIAL PROCESSES,327.93,31.12
CN,China,2010,ENERGY INDUSTRIES,1829.5,34.49
CN,China,2010,MANUFACTURING INDUSTRIES AND CONSTRUCTION,2947.89,34.49
CN,China,2010,TRANSPORT,2059.48,34.49
CN,China,2010,RESIDENTIAL AND OTHER SECTORS,1213.16,34.49
CN,China,2010,WASTE,10.58,34.49
CN,China,2010,FUGITIVE EMISSIONS FROM FUELS,364.19,34.49
CN,China,2010,INDUSTRIAL PROCESSES,215.24,34.49
CN,China,2011,ENERGY INDUSTRIES,5797.88,37.45
CN,China,2011,MANUFACTURING INDUSTRIES AND CONSTRUCTION,654.96,37.45
CN,China,2011,TRANSPORT,1336.44,37.45
CN,China,2011,RESIDENTIAL AND OTHER SECTORS,428.93,37.45
CN,China,2011,WASTE,481.79,37.45
CN,China,2011,FUGITIVE EMISSIONS FROM FUELS,625.92,37.45
CN,China,2011,INDUSTRIAL PROCESSES,56.48,37.45
CN,China,2012,ENERGY INDUSTRIES,2788.82,40.53
CN,China,2012,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1768.79,40.53
CN,China,2012,TRANSPORT,975.22,40.53
CN,China,2012,RESIDENTIAL AND OTHER SECTORS,571.42,40.53
CN,China,2012,WASTE,475.05,40.53
CN,China,2012,FUGITIVE EMISSIONS FROM FUELS,29.06,40.53
CN,China,2012,INDUSTRIAL PROCESSES,3544.29,40.53
CN,China,2013,ENERGY INDUSTRIES,2542.85,42.05
CN,China,2013,MANUFACTURING INDUSTRIES AND CONSTRUCTION,2812.52,42.05
CN,China,2013,TRANSPORT,3335.73,42.05
CN,China,2013,RESIDENTIAL AND OTHER SECTORS,714.94,42.05
CN,China,2013,WASTE,194.49,42.05
CN,China,2013,FUGITIVE EMISSIONS FROM FUELS,215.28,42.05
CN,China,2013,INDUSTRIAL PROCESSES,717.26,42.05
CN,China,2014,ENERGY INDUSTRIES,2300.37,43.86
CN,China,2014,MANUFACTURING INDUSTRIES AND CONSTRUCTION,3131.09,43.86
CN,China,2014,TRANSPORT,4225.42,43.86
CN,China,2014,RESIDENTIAL AND OTHER SECTORS,124.71,43.86
CN,China,2014,WASTE,180.73,43.86
CN,China,2014,FUGITIVE EMISSIONS FROM FUELS,57.49,43.86
CN,China,2014,INDUSTRIAL PROCESSES,968.32,43.86
CN,China,2015,ENERGY INDUSTRIES,3935.35,48.7
CN,China,2015,MANUFACTURING INDUSTRIES AND CONSTRUCTION,3619.42,48.7
CN,China,2015,TRANSPORT,1676.37,48.7
CN,China,2015,RESIDENTIAL AND OTHER SECTORS,2727.55,48.7
CN,China,2015,WASTE,53.3,48.7
CN,China,2015,FUGITIVE EMISSIONS FROM FUELS,41.77,48.7
CN,China,2015,INDUSTRIAL PROCESSES,145.31,48.7
CN,China,2016,ENERGY INDUSTRIES,3152.14,50.4
CN,China,2016,MANUFACTURING INDUSTRIES AND CONSTRUCTION,2571.1,50.4
CN,China,2016,TRANSPORT,480.1,50.4
CN,China,2016,RESIDENTIAL AND OTHER SECTORS,3459.95,50.4
CN,China,2016,WASTE,784.39,50.4
CN,China,2016,FUGITIVE EMISSIONS FROM FUELS,537.95,50.4
CN,China,2016,INDUSTRIAL PROCESSES,1639.25,50.4
CN,China,2017,ENERGY INDUSTRIES,1381.27,56.74
CN,China,2017,MANUFACTURING INDUSTRIES AND CONSTRUCTION,689.21,56.74
CN,China,2017,TRANSPORT,8002.15,56.74
CN,China,2017,RESIDENTIAL AND OTHER SECTORS,1295.53,56.74
CN,China,2017,WASTE,126.78,56.74
CN,China,2017,FUGITIVE EMISSIONS FROM FUELS,1631.74,56.74
CN,China,2017,INDUSTRIAL PROCESSES,1087.69,56.74
CN,China,2018,ENERGY INDUSTRIES,878.2,58.77
CN,China,2018,MANUFACTURING INDUSTRIES AND CONSTRUCTION,3342.52,58.77
CN,China,2018,TRANSPORT,3498.95,58.77
CN,China,2018,RESIDENTIAL AND OTHER SECTORS,6074.59,58.77
CN,China,2018,WASTE,41.37,58.77
CN,China,2018,FUGITIVE EMISSIONS FROM FUELS,34.91,58.77
CN,China,2018,INDUSTRIAL PROCESSES,851.49,58.77
CN,China,2019,ENERGY INDUSTRIES,3309.95,61.59
CN,China,2019,MANUFACTURING INDUSTRIES AND CONSTRUCTION,4891.77,61.59
CN,China,2019,TRANSPORT,1532.19,61.59
CN,China,2019,RESIDENTIAL AND OTHER SECTORS,2354.2,61.59
CN,China,2019,WASTE,556.79,61.59
CN,China,2019,FUGITIVE EMISSIONS FROM FUELS,1024.83,61.59
CN,China,2019,INDUSTRIAL PROCESSES,1758.99,61.59
CN,China,2020,ENERGY INDUSTRIES,4254.67,61.51
CN,China,2020,MANUFACTURING INDUSTRIES AND CONSTRUCTION,3299.8,61.51
CN,China,2020,TRANSPORT,3522.66,61.51
CN,China,2020,RESIDENTIAL AND OTHER SECTORS,769.77,61.51
CN,China,2020,WASTE,214.05,61.51
CN,China,2020,FUGITIVE EMISSIONS FROM FUELS,2744.94,61.51
CN,China,2020,INDUSTRIAL PROCESSES,602.8,61.51
CN,China,2021,ENERGY INDUSTRIES,5976.49,70.38
CN,China,2021,MANUFACTURING INDUSTRIES AND CONSTRUCTION,3483.94,70.38
CN,China,2021,TRANSPORT,2442.05,70.38
CN,China,2021,RESIDENTIAL AND OTHER SECTORS,1672.85,70.38
CN,China,2021,WASTE,446.18,70.38
CN,China,2021,FUGITIVE EMISSIONS FROM FUELS,1664.39,70.38
CN,China,2021,INDUSTRIAL PROCESSES,1943.19,70.38
CN,China,2022,ENERGY INDUSTRIES,3996.05,75.39
CN,China,2022,MANUFACTURING INDUSTRIES AND CONSTRUCTION,6008.3,75.39
CN,China,2022,TRANSPORT,2964.98,75.39
CN,China,2022,RESIDENTIAL AND OTHER SECTORS,2570.34,75.39
CN,China,2022,WASTE,465.0,75.39
CN,China,2022,FUGITIVE EMISSIONS FROM FUELS,1001.0,75.39
CN,China,2022,INDUSTRIAL PROCESSES,1879.82,75.39
CN,China,2023,ENERGY INDUSTRIES,5205.89,79.62
CN,China,2023,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1790.39,79.62
CN,China,2023,TRANSPORT,9392.62,79.62
CN,China,2023,RESIDENTIAL AND OTHER SECTORS,2805.11,79.62
CN,China,2023,WASTE,66.94,79.62
CN,China,2023,FUGITIVE EMISSIONS FROM FUELS,509.8,79.62
CN,China,2023,INDUSTRIAL PROCESSES,173.43,79.62
US,United States,1990,ENERGY INDUSTRIES,637.82,9.93
US,United States,1990,MANUFACTURING INDUSTRIES AND CONSTRUCTION,331.57,9.93
US,United States,1990,TRANSPORT,2078.66,9.93
US,United States,1990,RESIDENTIAL AND OTHER SECTORS,609.38,9.93
US,United States,1990,WASTE,530.51,9.93
US,United States,1990,FUGITIVE EMISSIONS FROM FUELS,18.58,9.93
US,United States,1990,INDUSTRIAL PROCESSES,860.69,9.93
US,United States,1991,ENERGY INDUSTRIES,1045.92,10.11
US,United States,1991,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1459.61,10.11
US,United States,1991,TRANSPORT,1966.06,10.11
US,United States,1991,RESIDENTIAL AND OTHER SECTORS,619.34,10.11
US,United States,1991,WASTE,41.16,10.11
US,United States,1991,FUGITIVE EMISSIONS FROM FUELS,0.28,10.11
US,United States,1991,INDUSTRIAL PROCESSES,27.94,10.11
US,United States,1992,ENERGY INDUSTRIES,1013.19,10.18
US,United States,1992,MANUFACTURING INDUSTRIES AND CONSTRUCTION,725.41,10.18
US,United States,1992,TRANSPORT,436.54,10.18
US,United States,1992,RESIDENTIAL AND OTHER SECTORS,2418.43,10.18
US,United States,1992,WASTE,8.68,10.18
US,United States,1992,FUGITIVE EMISSIONS FROM FUELS,174.92,10.18
US,United States,1992,INDUSTRIAL PROCESSES,420.16,10.18
US,United States,1993,ENERGY INDUSTRIES,1114.9,10.13
US,United States,1993,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1130.66,10.13
US,United States,1993,TRANSPORT,1055.42,10.13
US,United States,1993,RESIDENTIAL AND OTHER SECTORS,514.43,10.13
US,United States,1993,WASTE,3.91,10.13
US,United States,1993,FUGITIVE EMISSIONS FROM FUELS,912.81,10.13
US,United States,1993,INDUSTRIAL PROCESSES,440.73,10.13
US,United States,1994,ENERGY INDUSTRIES,1609.04,9.32
US,United States,1994,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1850.58,9.32
US,United States,1994,TRANSPORT,85.16,9.32
US,United States,1994,RESIDENTIAL AND OTHER SECTORS,892.57,9.32
US,United States,1994,WASTE,5.38,9.32
US,United States,1994,FUGITIVE EMISSIONS FROM FUELS,132.79,9.32
US,United States,1994,INDUSTRIAL PROCESSES,181.23,9.32
US,United States,1995,ENERGY INDUSTRIES,749.25,9.2
US,United States,1995,MANUFACTURING INDUSTRIES AND CONSTRUCTION,490.64,9.2
US,United States,1995,TRANSPORT,547.86,9.2
US,United States,1995,RESIDENTIAL AND OTHER SECTORS,1901.61,9.2
US,United States,1995,WASTE,300.43,9.2
US,United States,1995,FUGITIVE EMISSIONS FROM FUELS,142.24,9.2
US,United States,1995,INDUSTRIAL PROCESSES,565.26,9.2
US,United States,1996,ENERGY INDUSTRIES,1238.62,9.67
US,United States,1996,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1169.65,9.67
US,United States,1996,TRANSPORT,584.29,9.67
US,United States,1996,RESIDENTIAL AND OTHER SECTORS,822.68,9.67
US,United States,1996,WASTE,629.61,9.67
US,United States,1996,FUGITIVE EMISSIONS FROM FUELS,470.38,9.67
US,United States,1996,INDUSTRIAL PROCESSES,20.8,9.67
US,United States,1997,ENERGY INDUSTRIES,1002.07,9.41
US,United States,1997,MANUFACTURING INDUSTRIES AND CONSTRUCTION,869.83,9.41
US,United States,1997,TRANSPORT,1614.4,9.41
US,United States,1997,RESIDENTIAL AND OTHER SECTORS,126.08,9.41
US,United States,1997,WASTE,1.87,9.41
US,United States,1997,FUGITIVE EMISSIONS FROM FUELS,936.0,9.41
US,United States,1997,INDUSTRIAL PROCESSES,255.14,9.41
US,United States,1998,ENERGY INDUSTRIES,1279.99,9.54
US,United States,1998,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1178.7,9.54
US,United States,1998,TRANSPORT,608.28,9.54
US,United States,1998,RESIDENTIAL AND OTHER SECTORS,1404.29,9.54
US,United States,1998,WASTE,155.5,9.54
US,United States,1998,FUGITIVE EMISSIONS FROM FUELS,76.54,9.54
US,United States,1998,INDUSTRIAL PROCESSES,164.99,9.54
US,United States,1999,ENERGY INDUSTRIES,680.59,9.55
US,United States,1999,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1314.02,9.55
US,United States,1999,TRANSPORT,432.85,9.55
US,United States,1999,RESIDENTIAL AND OTHER SECTORS,316.16,9.55
US,United States,1999,WASTE,23.74,9.55
US,United States,1999,FUGITIVE EMISSIONS FROM FUELS,1027.43,9.55
US,United States,1999,INDUSTRIAL PROCESSES,1079.44,9.55
US,United States,2000,ENERGY INDUSTRIES,2321.61,9.86
US,United States,2000,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1078.13,9.86
US,United States,2000,TRANSPORT,629.33,9.86
US,United States,2000,RESIDENTIAL AND OTHER SECTORS,336.43,9.86
US,United States,2000,WASTE,176.42,9.86
US,United States,2000,FUGITIVE EMISSIONS FROM FUELS,162.04,9.86
US,United States,2000,INDUSTRIAL PROCESSES,328.2,9.86
US,United States,2001,ENERGY INDUSTRIES,1817.2,9.66
US,United States,2001,MANUFACTURING INDUSTRIES AND CONSTRUCTION,493.79,9.66
US,United States,2001,TRANSPORT,293.53,9.66
US,United States,2001,RESIDENTIAL AND OTHER SECTORS,986.08,9.66
US,United States,2001,WASTE,278.92,9.66
US,United States,2001,FUGITIVE EMISSIONS FROM FUELS,145.07,9.66
US,United States,2001,INDUSTRIAL PROCESSES,916.07,9.66
US,United States,2002,ENERGY INDUSTRIES,947.37,9.61
US,United States,2002,MANUFACTURING INDUSTRIES AND CONSTRUCTION,841.89,9.61
US,United States,2002,TRANSPORT,1147.57,9.61
US,United States,2002,RESIDENTIAL AND OTHER SECTORS,1794.93,9.61
US,United States,2002,WASTE,71.92,9.61
US,United States,2002,FUGITIVE EMISSIONS FROM FUELS,5.58,9.61
US,United States,2002,INDUSTRIAL PROCESSES,97.79,9.61
US,United States,2003,ENERGY INDUSTRIES,663.04,9.41
US,United States,2003,MANUFACTURING INDUSTRIES AND CONSTRUCTION,802.96,9.41
US,United States,2003,TRANSPORT,1566.08,9.41
US,United States,2003,RESIDENTIAL AND OTHER SECTORS,833.69,9.41
US,United States,2003,WASTE,362.46,9.41
US,United States,2003,FUGITIVE EMISSIONS FROM FUELS,60.45,9.41
US,United States,2003,INDUSTRIAL PROCESSES,515.96,9.41
US,United States,2004,ENERGY INDUSTRIES,1497.69,9.49
US,United States,2004,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1062.33,9.49
US,United States,2004,TRANSPORT,1089.43,9.49
US,United States,2004,RESIDENTIAL AND OTHER SECTORS,59.98,9.49
US,United States,2004,WASTE,18.14,9.49
US,United States,2004,FUGITIVE EMISSIONS FROM FUELS,734.29,9.49
US,United States,2004,INDUSTRIAL PROCESSES,381.55,9.49
US,United States,2005,ENERGY INDUSTRIES,787.53,9.12
US,United States,2005,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1330.55,9.12
US,United States,2005,TRANSPORT,356.96,9.12
US,United States,2005,RESIDENTIAL AND OTHER SECTORS,461.04,9.12
US,United States,2005,WASTE,23.48,9.12
US,United States,2005,FUGITIVE EMISSIONS FROM FUELS,68.48,9.12
US,United States,2005,INDUSTRIAL PROCESSES,1626.28,9.12
US,United States,2006,ENERGY INDUSTRIES,2285.5,9.3
US,United States,2006,MANUFACTURING INDUSTRIES AND CONSTRUCTION,529.18,9.3
US,United States,2006,TRANSPORT,846.75,9.3
US,United States,2006,RESIDENTIAL AND OTHER SECTORS,872.3,9.3
US,United States,2006,WASTE,11.64,9.3
US,United States,2006,FUGITIVE EMISSIONS FROM FUELS,15.77,9.3
US,United States,2006,INDUSTRIAL PROCESSES,188.65,9.3
US,United States,2007,ENERGY INDUSTRIES,1996.98,9.25
US,United States,2007,MANUFACTURING INDUSTRIES AND CONSTRUCTION,652.11,9.25
US,United States,2007,TRANSPORT,611.57,9.25
US,United States,2007,RESIDENTIAL AND OTHER SECTORS,785.18,9.25
US,United States,2007,WASTE,57.3,9.25
US,United States,2007,FUGITIVE EMISSIONS FROM FUELS,36.12,9.25
US,United States,2007,INDUSTRIAL PROCESSES,581.52,9.25
US,United States,2008,ENERGY INDUSTRIES,1039.6,9.09
US,United States,2008,MANUFACTURING INDUSTRIES AND CONSTRUCTION,811.99,9.09
US,United States,2008,TRANSPORT,354.66,9.09
US,United States,2008,RESIDENTIAL AND OTHER SECTORS,644.44,9.09
US,United States,2008,WASTE,1039.82,9.09
US,United States,2008,FUGITIVE EMISSIONS FROM FUELS,13.82,9.09
US,United States,2008,INDUSTRIAL PROCESSES,734.48,9.09
US,United States,2009,ENERGY INDUSTRIES,431.08,8.64
US,United States,2009,MANUFACTURING INDUSTRIES AND CONSTRUCTION,2524.62,8.64
US,United States,2009,TRANSPORT,183.62,8.64
US,United States,2009,RESIDENTIAL AND OTHER SECTORS,103.69,8.64
US,United States,2009,WASTE,27.16,8.64
US,United States,2009,FUGITIVE EMISSIONS FROM FUELS,0.52,8.64
US,United States,2009,INDUSTRIAL PROCESSES,1139.5,8.64
US,United States,2010,ENERGY INDUSTRIES,2024.01,9.02
US,United States,2010,MANUFACTURING INDUSTRIES AND CONSTRUCTION,684.26,9.02
US,United States,2010,TRANSPORT,592.97,9.02
US,United States,2010,RESIDENTIAL AND OTHER SECTORS,607.22,9.02
US,United States,2010,WASTE,39.15,9.02
US,United States,2010,FUGITIVE EMISSIONS FROM FUELS,457.67,9.02
US,United States,2010,INDUSTRIAL PROCESSES,200.53,9.02
US,United States,2011,ENERGY INDUSTRIES,1909.45,9.24
US,United States,2011,MANUFACTURING INDUSTRIES AND CONSTRUCTION,1652.43,9.24
US,United States,2011,TRANSPORT,215.6,9.24
US,United States,2011,RESIDENTIAL AND OTHER SECTORS,519.7,9.24
US,United States,2011,WASTE,0.77,9.24
US,United States,2011,FUGITIVE EMISSIONS FROM FUELS,48.5,9.24
US,United States,2011,INDUSTRIAL PROCESSES,368.72,9.24
US,United States,2012,ENERGY INDUSTRIES,781.03,8.93
US,United States,2012,MANUFACTURING INDUSTRIES AND CONSTRUCTION,493.51,8.93
US,United States,2012,TRANSPORT,990.14,8.93
US,United States,2012,RESIDENTIAL AND OTHER SECTORS,568.43,8.93
US,United States,2012,WASTE,340.23,8.93
US,United States,2012,FUGITIVE EMISSIONS FROM FUELS,1240.28,8.93
US,United States,2012,INDUSTRIAL PROCESSES,145.76,8.93
US,United States,2013,ENERGY INDUSTRIES,1317.96,8.87
US,United States,2013,MANUFACTURING INDUSTRIES AND CONSTRUCTION,579.45,8.87
US,United States,2013,TRANSPORT,634.18,8.87
US,United States,2013,RESIDENTIAL AND OTHER SECTORS,603.65,8.87
US,United States,2013,WASTE,70.95,8.87
US,United States,2013,FUGITIVE EMISSIONS FROM FUELS,76.98,8.87
US,United States,2013,INDUSTRIAL PROCESSES,1245.19,8.87
US,United States,2014,ENERGY INDUSTRIES,2222.31,9.09
US,United States,2014,MANUFACTURING INDUSTRIES AND CONSTRUCTION,879.82,9.09
US,United States,2014,TRANSPORT,315.47,9.09
US,United States,2014,RESIDENTIAL AND OTHER SECTORS,984.44,9.09
US,United States,2014,WASTE,28.97,9.09
US,United States,2014,FUGITIVE EMISSIONS FROM FUELS,0.01,9.09
US,United States,2014,INDUSTRIAL PROCESSES,207.72,9.09
US,United States,2015,ENERGY INDUSTRIES,2043.2,9.13
US,United States,2015,MANUFACTURING INDUSTRIES AND CONSTRUCTION,616.83,9.13
US,United States,2015,TRANSPORT,248.82,9.13
US,United States,2015,RESIDENTIAL AND OTHER SECTORS,1099.21,9.13
US,United States,2015,WASTE,44.78,9.13
US,United States,2015,FUGITIVE EMISSIONS FROM FUELS,157.88,9.13
US,United States,2015,INDUSTRIAL PROCESSES,452.0,9.13
US,United States,2016,ENERGY INDUSTRIES,969.17,8.75
US,United States,2016,MANUFACTURING INDUSTRIES AND CONSTRUCTION,283.05,8.75
US,United States,2016,TRANSPORT,1547.25,8.75
US,United States,2016,RESIDENTIAL AND OTHER SECTORS,301.11,8.75
US,United States,2016,WASTE,155.89,8.75
US,United States,2016,FUGITIVE EMISSIONS FROM FUELS,405.5,8.75
US,United States,2016,INDUSTRIAL PROCESSES,804.65,8.75
